ID,SALES_PRICE,FINISHED_AREA,BEDROOMS,BATHROOMS,GARAGE_SIZE,YEAR_BUILT,STYLE,LOT_SIZE,AIR_CONDITIONER,POOL,QUALITY,HIGHWAY
81,780000,4419,4,5,7,1987,1,56127,YES,NO,HIGH,NO
82,657500,3877,3,3,3,1992,7,24639,YES,NO,HIGH,NO
83,578000,3808,5,4,3,1982,7,23324,YES,NO,HIGH,NO
84,500000,3376,5,4,2,1947,7,18452,YES,NO,HIGH,NO
85,484530,2940,3,3,3,1979,7,20639,YES,YES,HIGH,NO
86,609000,2654,5,3,3,1997,1,12821,YES,NO,HIGH,NO
87,635000,2672,4,3,3,1995,1,28049,YES,NO,HIGH,NO
88,519000,3386,4,4,3,1994,7,24008,YES,NO,HIGH,NO
89,625100,3648,4,4,3,1992,7,26604,YES,NO,HIGH,NO
90,585444,3455,4,5,3,1995,7,22468,YES,NO,HIGH,NO
91,399900,3321,3,4,3,1971,7,15012,YES,YES,HIGH,NO
92,389900,2817,4,3,3,1996,7,31214,YES,NO,HIGH,NO
93,649000,3210,3,5,3,1995,1,30033,YES,NO,HIGH,NO
94,535000,3588,4,5,3,1987,7,22530,YES,NO,HIGH,NO
95,640000,2705,3,3,3,1994,1,22196,YES,NO,HIGH,NO
96,600000,2344,4,3,2,1925,1,86004,YES,NO,HIGH,NO
97,582500,4264,5,4,4,1995,7,24983,YES,NO,HIGH,NO
98,545000,2615,3,3,3,1996,1,21722,YES,NO,HIGH,NO
99,480000,3608,6,4,3,1981,7,25219,YES,NO,HIGH,NO
100,595000,2479,4,4,3,1989,1,29805,YES,NO,HIGH,NO
101,610000,3251,3,4,3,1985,1,25570,YES,YES,HIGH,NO
102,570000,2547,2,3,3,1996,1,21789,YES,NO,HIGH,NO
103,479000,5032,7,3,3,1989,7,22000,YES,NO,HIGH,NO
104,545000,4973,6,6,3,1987,7,56139,YES,YES,HIGH,NO
105,335000,2582,4,3,2,1966,2,23256,YES,NO,HIGH,NO
106,629000,3139,6,4,2,1977,1,21810,YES,YES,HIGH,NO
107,505500,3516,4,4,3,1979,7,19867,YES,NO,HIGH,NO
108,528750,2129,0,0,3,1992,1,37414,YES,NO,HIGH,NO
109,370000,2936,4,4,3,1987,7,16437,YES,NO,HIGH,NO
110,529000,3351,5,4,3,1994,7,24216,YES,NO,HIGH,NO
111,490000,3136,4,4,3,1989,7,27158,YES,NO,HIGH,NO
112,535000,3525,4,5,3,1996,7,27501,YES,NO,HIGH,NO
113,612000,3917,6,5,3,1995,7,37972,YES,NO,HIGH,NO
114,442500,2702,4,3,3,1991,1,39643,YES,NO,HIGH,NO
115,500000,3644,3,4,3,1984,7,21895,YES,NO,HIGH,NO
116,539000,3072,4,4,3,1992,1,25158,YES,NO,HIGH,NO
117,545500,3233,4,4,3,1991,7,22961,YES,NO,HIGH,NO
118,424000,2918,4,4,3,1988,7,22003,YES,NO,HIGH,NO
119,325000,3266,4,3,3,1985,7,16640,YES,NO,HIGH,NO
120,367000,2940,4,7,2,1988,7,22003,YES,NO,HIGH,NO
121,470000,3430,3,4,2,1966,7,25018,YES,YES,HIGH,NO
122,393000,2472,4,4,3,1987,1,21784,YES,NO,HIGH,NO
123,530000,2878,4,4,3,1992,1,68351,YES,NO,HIGH,NO
124,400000,2537,3,3,2,1993,1,11053,YES,NO,HIGH,NO
125,403500,3858,4,4,3,1987,7,22224,YES,NO,HIGH,NO
126,550000,2742,3,3,3,1991,1,22306,YES,NO,HIGH,NO
127,380000,3460,5,4,2,1972,1,18571,YES,NO,HIGH,NO
128,500000,3836,5,4,3,1982,5,48465,YES,NO,HIGH,NO
129,465000,4453,7,5,2,1974,7,15595,YES,NO,HIGH,NO
130,451500,4080,5,4,3,1983,7,22134,YES,NO,HIGH,NO
131,336000,3301,3,4,2,1977,3,18741,YES,NO,HIGH,NO
132,550000,3828,4,5,2,1975,1,17051,YES,YES,HIGH,NO
133,450000,2973,4,3,2,1980,7,21999,YES,NO,MEDIUM,NO
134,440000,2821,5,4,2,1962,1,32914,YES,YES,MEDIUM,NO
135,515000,2950,5,3,2,1969,1,21598,YES,NO,MEDIUM,NO
136,415000,2362,3,3,2,1977,3,21604,YES,NO,MEDIUM,NO
137,380000,3092,3,4,2,1978,3,20081,YES,NO,MEDIUM,NO
138,489500,2866,4,4,2,1982,7,22424,NO,NO,MEDIUM,NO
139,478000,3369,5,4,3,1981,7,21161,YES,NO,MEDIUM,NO
140,460000,3068,4,4,3,1988,7,18289,YES,NO,MEDIUM,NO
141,379900,2380,3,3,3,1998,1,21999,YES,NO,MEDIUM,NO
142,390000,2225,2,3,3,1997,1,38722,YES,NO,MEDIUM,NO
143,338000,2655,3,3,2,1948,1,21960,YES,NO,MEDIUM,NO
144,675000,3855,4,4,3,1996,7,35845,YES,NO,MEDIUM,NO
145,440000,2892,4,4,2,1977,6,35839,YES,NO,MEDIUM,NO
146,500000,3832,4,3,2,1952,1,28722,YES,NO,MEDIUM,NO
147,470000,3164,6,4,2,1982,7,20505,YES,NO,MEDIUM,NO
148,317500,2620,3,2,3,1925,7,12266,YES,NO,MEDIUM,NO
149,430000,3076,6,4,3,1984,7,26648,YES,NO,MEDIUM,NO
150,430000,4022,6,4,3,1986,7,18429,YES,NO,MEDIUM,NO
151,475000,3377,4,3,3,1997,7,22495,YES,NO,MEDIUM,NO
152,389000,2858,5,4,1,1989,7,23981,YES,NO,MEDIUM,NO
153,400000,3540,4,4,3,1980,7,18012,YES,YES,MEDIUM,NO
154,395000,3045,4,3,1,1991,7,34356,YES,NO,MEDIUM,NO
155,395000,4150,4,3,3,1934,7,21778,NO,NO,MEDIUM,NO
156,296000,1778,2,2,2,1991,7,24022,YES,NO,MEDIUM,NO
157,387500,2412,2,3,3,1986,3,22676,YES,NO,MEDIUM,NO
158,353000,2668,4,3,2,1978,2,18384,YES,NO,MEDIUM,NO
159,350000,2274,4,3,3,1986,1,22049,YES,NO,MEDIUM,NO
160,437632,2936,4,3,3,1980,5,22844,YES,NO,MEDIUM,NO
161,447500,2526,2,2,0,1996,1,28248,YES,NO,MEDIUM,NO
162,318500,2449,4,4,2,1985,3,22075,YES,NO,MEDIUM,NO
163,352000,3131,4,4,2,1988,7,15209,YES,NO,MEDIUM,NO
164,295000,2536,3,3,3,1987,7,39427,YES,NO,MEDIUM,NO
165,313500,3314,2,3,3,1984,7,24339,YES,NO,MEDIUM,NO
166,330000,2230,3,2,2,1986,1,24798,YES,NO,MEDIUM,NO
167,400000,2631,4,4,2,1985,7,44885,NO,NO,MEDIUM,NO
168,325000,2638,4,3,2,1978,3,25747,YES,NO,MEDIUM,NO
169,340000,2756,4,3,2,1973,7,22546,YES,YES,MEDIUM,NO
170,399900,3262,5,4,2,1978,7,25541,YES,NO,MEDIUM,NO
171,249900,1936,4,4,3,1987,3,12850,YES,NO,MEDIUM,NO
172,389000,3148,4,4,3,1969,7,16587,YES,YES,MEDIUM,NO
173,364500,2616,3,4,2,1977,7,32655,YES,NO,MEDIUM,NO
174,357500,3630,4,3,2,1969,7,23283,YES,NO,MEDIUM,NO
175,295000,1954,3,3,3,1962,3,19300,YES,YES,MEDIUM,NO
176,274500,1926,5,3,2,1986,7,26418,YES,NO,MEDIUM,NO
177,259000,2556,3,2,2,1957,1,80886,YES,NO,MEDIUM,NO
178,415000,2282,5,4,2,1987,3,23003,YES,NO,MEDIUM,NO
179,443000,3314,3,4,3,1986,7,22012,YES,NO,MEDIUM,NO
180,249000,2001,3,3,2,1981,3,23812,YES,NO,MEDIUM,NO
181,330000,2607,5,2,2,1976,3,23139,YES,NO,MEDIUM,NO
182,291000,2840,4,4,2,1965,7,23079,YES,NO,MEDIUM,NO
183,418000,3036,3,5,2,1977,7,33746,NO,NO,MEDIUM,NO
184,320000,2240,4,2,3,1974,3,18682,YES,NO,MEDIUM,NO
185,264000,1788,3,3,2,1969,1,18484,NO,NO,MEDIUM,NO
186,381000,2620,5,4,2,1965,7,28093,YES,NO,MEDIUM,NO
187,250000,1480,3,3,2,1984,3,14230,YES,NO,MEDIUM,NO
188,360000,2588,3,3,2,1968,2,19004,YES,YES,MEDIUM,NO
189,369500,3138,4,4,2,1969,7,18190,YES,NO,MEDIUM,NO
190,285400,2460,5,4,2,1979,7,27492,YES,NO,MEDIUM,NO
191,409000,3566,4,4,2,1976,7,18044,YES,NO,MEDIUM,NO
192,333000,2692,5,4,3,1984,7,22020,YES,NO,MEDIUM,NO
193,362000,2958,5,4,3,1987,7,45200,YES,NO,MEDIUM,NO
194,387500,3164,4,4,2,1966,7,23856,YES,YES,MEDIUM,NO
195,239000,2058,3,3,2,1969,2,21046,YES,NO,MEDIUM,NO
196,299900,2717,3,4,2,1983,7,22083,YES,NO,MEDIUM,NO
197,335000,2920,4,3,3,1987,7,22434,YES,NO,MEDIUM,NO
198,275000,2554,5,3,2,1960,7,21820,YES,NO,MEDIUM,NO
199,328000,2805,3,4,2,1988,7,22582,YES,NO,MEDIUM,NO
200,333000,2736,4,3,2,1979,7,29591,YES,YES,MEDIUM,NO
201,397000,3516,5,7,3,1996,7,34795,YES,NO,MEDIUM,NO
202,374800,3536,6,4,2,1978,7,19997,YES,YES,MEDIUM,NO
203,520000,2138,5,3,3,1956,1,86830,YES,NO,MEDIUM,NO
204,325000,2718,4,4,3,1978,6,22842,YES,NO,MEDIUM,NO
205,295000,2178,5,3,2,1958,1,25891,YES,NO,MEDIUM,NO
206,415000,3152,5,4,2,1980,6,24446,YES,NO,MEDIUM,NO
207,224900,2611,3,3,2,1987,7,6924,YES,NO,MEDIUM,NO
208,265000,2060,4,3,2,1981,2,13091,YES,NO,MEDIUM,NO
209,299900,2448,4,4,3,1979,7,26790,YES,NO,MEDIUM,NO
210,390000,4050,6,5,2,1966,7,18262,YES,YES,MEDIUM,NO
211,271000,2414,3,3,2,1914,7,24357,YES,NO,MEDIUM,NO
212,330000,3072,4,3,2,1966,7,16431,YES,NO,MEDIUM,NO
213,350000,2525,3,3,3,1983,4,27138,YES,NO,MEDIUM,NO
214,310000,2866,5,3,3,1961,7,25249,YES,NO,MEDIUM,NO
215,340000,3246,4,4,3,1987,7,52218,YES,NO,MEDIUM,NO
216,307000,2707,4,4,2,1992,7,22094,YES,NO,MEDIUM,NO
217,304000,2300,5,3,2,1961,3,35824,YES,NO,MEDIUM,NO
218,275900,1860,3,3,2,1957,1,40741,YES,NO,MEDIUM,NO
219,315000,3636,5,3,2,1976,7,19776,YES,NO,MEDIUM,NO
220,295000,1910,4,3,2,1968,1,30996,YES,NO,MEDIUM,NO
221,251010,2280,4,2,2,1956,1,25543,YES,NO,MEDIUM,NO
222,335000,3386,4,5,2,1965,7,38428,NO,NO,MEDIUM,NO
223,343500,2324,5,4,3,1967,3,22435,YES,NO,MEDIUM,NO
224,297000,1970,4,3,2,1972,3,25814,YES,NO,MEDIUM,NO
225,281000,2062,3,3,2,1977,2,23608,YES,YES,MEDIUM,NO
226,235000,2617,4,3,2,1985,7,8903,YES,NO,MEDIUM,NO
227,237000,2612,4,3,2,1985,7,10144,YES,NO,MEDIUM,NO
228,274900,2472,3,3,2,1969,7,22451,YES,NO,MEDIUM,NO
229,229900,1922,4,2,2,1957,1,15791,YES,NO,MEDIUM,NO
230,259000,1852,3,2,2,1984,3,22204,YES,NO,MEDIUM,NO
231,245000,2239,3,3,2,1986,3,22216,YES,NO,MEDIUM,NO
232,208000,2068,3,2,2,1979,1,34773,YES,NO,MEDIUM,NO
233,421000,2101,3,3,2,1956,1,65499,NO,NO,MEDIUM,NO
234,320000,2200,4,3,2,1968,1,31450,YES,NO,MEDIUM,NO
235,256000,1972,3,3,2,1989,3,32027,NO,NO,MEDIUM,NO
236,275000,2007,3,3,2,1959,3,21311,YES,YES,MEDIUM,NO
237,222000,2612,4,3,2,1985,7,8229,YES,NO,MEDIUM,NO
238,249900,2124,4,1,3,1974,2,21834,YES,NO,MEDIUM,NO
239,273500,2612,4,3,2,1985,7,8924,YES,NO,MEDIUM,NO
240,218500,2548,2,2,2,1984,3,10210,YES,NO,MEDIUM,NO
241,377000,2767,3,3,3,1941,4,75232,YES,NO,MEDIUM,NO
242,220000,2025,3,3,2,1989,3,19618,YES,NO,MEDIUM,NO
243,192900,1956,4,2,2,1962,2,21779,YES,NO,MEDIUM,NO
244,298750,2460,4,3,2,1967,3,23907,YES,NO,MEDIUM,NO
245,315000,2764,3,3,3,1972,7,23947,YES,NO,MEDIUM,NO
246,315000,2004,4,3,2,1967,3,24453,YES,NO,MEDIUM,NO
247,465900,2852,4,3,2,1961,7,34040,YES,YES,MEDIUM,NO
248,239500,2096,3,3,2,1977,1,15237,YES,NO,MEDIUM,NO
249,276000,2330,3,3,2,1989,7,17433,YES,NO,MEDIUM,NO
250,226000,2520,4,3,2,1978,7,12145,YES,NO,MEDIUM,NO
251,235000,2528,3,3,2,1977,3,26469,YES,NO,MEDIUM,NO
252,247000,2030,4,3,3,1988,3,23202,YES,NO,MEDIUM,NO
253,182000,2208,2,2,2,1985,7,6734,YES,NO,MEDIUM,NO
254,180000,1500,2,1,0,1938,3,39776,YES,NO,MEDIUM,NO
255,249000,2078,5,3,2,1965,1,21512,YES,NO,MEDIUM,NO
256,260000,2442,4,3,2,1969,2,21149,YES,NO,MEDIUM,NO
257,219900,2612,3,3,2,1986,7,11288,YES,NO,MEDIUM,NO
258,295000,2268,4,3,3,1972,2,23976,YES,NO,MEDIUM,NO
259,290000,2734,4,3,2,1971,7,23488,YES,NO,MEDIUM,NO
260,300000,2228,4,3,2,1982,3,21232,YES,NO,MEDIUM,NO
261,354900,3000,5,4,3,1973,7,21643,YES,NO,MEDIUM,NO
262,261000,2404,5,3,3,1973,2,17791,YES,YES,MEDIUM,NO
263,174500,1840,3,2,2,1960,1,16356,YES,NO,MEDIUM,NO
264,244900,2107,3,2,2,1947,6,30050,NO,NO,MEDIUM,NO
265,274900,2788,4,3,2,1984,7,18960,YES,NO,MEDIUM,NO
266,214000,2416,3,3,2,1984,3,15594,YES,NO,MEDIUM,NO
267,283000,2430,3,4,3,1984,6,18164,YES,NO,MEDIUM,NO
268,177900,1584,3,2,2,1989,2,13947,YES,NO,MEDIUM,NO
269,237500,1873,3,3,2,1978,3,21998,YES,NO,MEDIUM,NO
270,202150,1644,4,3,2,1976,2,19499,YES,NO,MEDIUM,NO
271,235000,2400,4,3,2,1976,7,44347,YES,NO,MEDIUM,NO
272,217000,2094,4,3,2,1984,3,18617,YES,NO,MEDIUM,NO
273,285000,2561,3,3,3,1981,7,18985,YES,NO,MEDIUM,NO
274,217500,1752,3,2,2,1976,2,24053,YES,NO,MEDIUM,NO
275,210000,1738,5,3,2,1983,3,15206,YES,NO,MEDIUM,NO
276,183340,2068,3,2,3,1977,1,24325,YES,NO,MEDIUM,NO
277,252000,2428,4,3,2,1966,7,22727,YES,NO,MEDIUM,NO
278,237000,2090,4,2,2,1969,1,22055,YES,NO,MEDIUM,NO
279,205000,1820,3,2,2,1944,2,28023,YES,NO,MEDIUM,NO
280,285000,3219,4,4,2,1944,6,28200,YES,NO,MEDIUM,NO
281,210000,2654,3,5,2,1962,1,28882,YES,NO,MEDIUM,NO
282,280000,1802,4,3,2,1956,1,27700,YES,NO,MEDIUM,NO
283,207000,1765,3,2,2,1976,2,22983,YES,NO,MEDIUM,NO
284,221000,2786,4,3,2,1976,7,22875,YES,NO,MEDIUM,NO
285,257000,1794,3,2,2,1960,3,21691,YES,NO,MEDIUM,NO
286,274000,2768,3,3,2,1921,7,26268,NO,NO,MEDIUM,NO
287,262000,2288,3,2,2,1963,3,16975,YES,NO,MEDIUM,NO
288,204400,2028,3,2,2,1951,1,26777,YES,NO,MEDIUM,NO
289,254900,2620,5,3,2,1966,7,27989,YES,NO,MEDIUM,NO
290,244000,1644,3,3,2,1980,2,32164,YES,NO,MEDIUM,NO
291,213000,1888,3,2,3,1958,1,14757,YES,NO,MEDIUM,NO
292,240000,2116,4,3,2,1964,7,22041,YES,NO,MEDIUM,NO
293,235000,2313,4,3,2,1972,7,24705,YES,NO,MEDIUM,NO
294,206000,1824,4,2,2,1959,1,14748,YES,NO,MEDIUM,NO
295,237000,1942,4,3,2,1972,2,23105,YES,NO,MEDIUM,NO
296,274000,2184,4,3,2,1977,3,19090,YES,NO,MEDIUM,NO
297,275000,2578,3,3,2,1965,7,22299,YES,NO,MEDIUM,NO
298,218400,2036,4,3,2,1960,7,21996,YES,NO,MEDIUM,NO
299,156000,1384,2,1,2,1961,1,26706,NO,NO,MEDIUM,NO
300,220000,1826,4,3,2,1952,1,19870,YES,NO,MEDIUM,NO
301,171500,1681,3,2,1,1957,1,15985,YES,NO,MEDIUM,NO
302,180000,1726,3,2,2,1962,1,26769,YES,NO,MEDIUM,NO
303,204000,1910,3,2,2,1958,3,15423,YES,NO,MEDIUM,NO
304,307000,2664,4,3,2,1962,7,22684,YES,NO,MEDIUM,NO
305,265000,2116,3,3,2,1976,2,33344,YES,NO,MEDIUM,NO
306,209900,2030,3,3,2,1959,1,21914,YES,NO,MEDIUM,NO
307,173000,1940,3,2,2,1956,3,11610,NO,NO,MEDIUM,NO
308,189000,1676,3,3,2,1965,3,21780,NO,NO,MEDIUM,NO
309,222500,2120,3,2,2,1959,1,17883,YES,YES,MEDIUM,NO
310,265000,2152,4,3,2,1987,1,26075,YES,NO,MEDIUM,NO
311,264670,1984,4,3,2,1966,1,31204,YES,NO,MEDIUM,NO
312,200750,1575,3,3,2,1957,1,25543,YES,NO,MEDIUM,NO
313,227900,1798,3,3,2,1978,2,17820,YES,NO,MEDIUM,NO
314,255000,2017,3,1,1,1958,3,86571,NO,NO,MEDIUM,NO
315,208500,1904,3,3,2,1978,2,15559,YES,NO,MEDIUM,NO
316,226900,1718,3,3,2,1976,2,49613,YES,NO,MEDIUM,NO
317,215000,1776,4,2,1,1980,2,22839,NO,NO,MEDIUM,NO
318,222950,2609,4,3,2,1961,1,26087,YES,NO,MEDIUM,NO
319,239900,2226,3,3,2,1955,2,13520,YES,NO,MEDIUM,NO
320,176000,1556,2,1,3,1959,3,15623,YES,NO,MEDIUM,NO
321,228000,1764,2,2,2,1985,3,8105,YES,NO,MEDIUM,NO
322,204900,1626,3,3,2,1968,2,15288,YES,YES,MEDIUM,NO
323,258000,2012,5,3,2,1967,2,21303,YES,NO,MEDIUM,NO
324,241850,2090,4,4,2,1963,7,22010,YES,NO,MEDIUM,NO
325,198500,2192,4,2,2,1963,2,22851,YES,NO,MEDIUM,NO
326,243000,2228,4,4,2,1965,7,21881,YES,NO,MEDIUM,NO
327,187000,1825,4,2,2,1963,2,15810,YES,NO,MEDIUM,NO
328,233000,2132,4,3,2,1966,2,17159,YES,NO,MEDIUM,NO
329,205000,2160,3,2,2,1983,7,16555,YES,NO,MEDIUM,NO
330,205000,1974,3,2,2,1954,1,26196,YES,NO,MEDIUM,NO
331,189000,1696,3,3,2,1968,1,31851,YES,NO,MEDIUM,NO
332,204900,2132,3,3,2,1969,7,23986,YES,NO,MEDIUM,NO
333,239000,1814,4,3,2,1979,2,24698,YES,YES,MEDIUM,NO
334,193000,1796,3,2,2,1963,2,29281,YES,NO,MEDIUM,NO
335,260000,2268,5,3,2,1971,3,35240,YES,NO,MEDIUM,NO
336,188000,1719,2,3,2,1960,1,22009,YES,NO,MEDIUM,NO
337,190500,1704,3,2,2,1984,3,22583,YES,NO,MEDIUM,NO
338,230000,2142,3,2,2,1959,1,22223,YES,NO,MEDIUM,NO
339,240000,1705,4,2,2,1972,1,42322,YES,NO,MEDIUM,NO
340,235000,1752,4,3,2,1978,2,39267,YES,NO,MEDIUM,NO
341,275000,2554,5,3,2,1966,7,22381,YES,YES,MEDIUM,NO
342,205000,1650,3,2,2,1965,3,27235,YES,NO,MEDIUM,NO
343,280000,2816,5,3,2,1946,5,29109,YES,NO,MEDIUM,NO
344,190000,1919,3,4,2,1938,7,20093,YES,NO,MEDIUM,NO
345,232500,2080,3,2,2,1968,1,32021,YES,NO,MEDIUM,NO
346,259500,2108,4,4,2,1978,7,24685,YES,NO,MEDIUM,NO
347,275000,2480,3,3,2,1964,1,22144,YES,NO,MEDIUM,NO
348,183900,1746,3,2,2,1974,2,52136,YES,NO,MEDIUM,NO
349,290000,2703,3,3,4,1963,1,43599,NO,NO,MEDIUM,NO
350,217950,1640,4,2,2,1979,3,21314,YES,NO,MEDIUM,NO
351,220000,2196,4,3,2,1972,7,17899,YES,NO,MEDIUM,NO
352,185000,1701,3,2,1,1982,2,21938,YES,NO,MEDIUM,NO
353,288000,2250,3,2,2,1949,4,23684,YES,NO,MEDIUM,NO
354,197500,2502,4,2,2,1964,6,23749,YES,NO,MEDIUM,NO
355,179975,1762,4,3,2,1959,1,15742,YES,NO,MEDIUM,NO
356,195000,2016,4,3,2,1963,2,18102,YES,NO,MEDIUM,NO
357,228400,1904,3,3,2,1976,2,14945,YES,YES,MEDIUM,NO
358,194750,1652,5,2,2,1960,1,24644,YES,NO,MEDIUM,NO
359,195000,2042,4,3,2,1963,2,21849,NO,NO,MEDIUM,NO
360,210000,2019,4,3,3,1960,2,14837,YES,NO,MEDIUM,NO
361,239550,2791,5,3,3,1946,4,22863,YES,NO,MEDIUM,NO
362,242000,2514,4,3,1,1953,5,17535,YES,NO,MEDIUM,NO
363,185000,1746,3,2,2,1984,3,12386,YES,NO,MEDIUM,NO
364,175000,1930,3,2,2,1956,2,15923,YES,NO,MEDIUM,NO
365,165000,1552,3,1,3,1959,3,27068,YES,NO,MEDIUM,NO
366,185000,1566,4,2,2,1993,2,13504,YES,NO,MEDIUM,NO
367,173194,1669,3,2,2,1964,2,24643,YES,NO,MEDIUM,NO
368,205150,1814,3,3,2,1978,2,18714,YES,NO,MEDIUM,NO
